2010/06, 2
2010/07, 0
2010/08, 0
2010/09, 0
2010/10, 4
2010/11, 0
2010/12, 1
2011/01, 0
2011/02, 5
2011/03, 8
2011/04, 1
2011/05, 0
2011/06, 0
2011/07, 1
2011/08, 0
2011/09, 11
2011/10, 4
2011/11, 1
2011/12, 10
2012/01, 3
2012/02, 2
2012/03, 1
2012/04, 3
2012/05, 2
2012/06, 1
2012/07, 2
2012/08, 0
2012/09, 0
2012/10, 0
2012/11, 0
2012/12, 0
2013/01, 0
2013/02, 0
2013/03, 0
2013/04, 0
2013/05, 0
2013/06, 0
2013/07, 0
2013/08, 0
2013/09, 0
2013/10, 0
2013/11, 0
2013/12, 0
2014/01, 0
2014/02, 0
2014/03, 0
2014/04, 0
2014/05, 0
2014/06, 0
2014/07, 0
2014/08, 0
2014/09, 0
2014/10, 0
2014/11, 1
2014/12, 0
2015/01, 0
2015/02, 0
2015/03, 0
2015/04, 0
2015/05, 2
2015/06, 0
2015/07, 0
2015/08, 0
2015/09, 0
2015/10, 0
